"","COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj"
"106","L-2-Aminobutyric Acid","AIC_int",0.824047652323917,0.703212907534317,0.85967693588642,3.55342172082472e-11,0.00749928076424634,7.03831290820275e-05,0.391205386463423,0.12659526865931,0.934484495034076,1.60337321549408e-10,0.013340066744092
"107","L-Kynurenine","AIC_int",0.676975629849037,0.455139616612833,0.173844989776585,0.0577991414507967,0.03274886742076,0.00996050046774817,0.234032700677731,0.252939472327787,0.324328752033779,0.0676762099265657,0.0435866221067669
"108","Lactate","AIC_sex_geno",0.576041746773917,0.284889693353594,5.48630402994192e-05,0.211142316175027,0.431192468544493,0.108186066069899,0.210529481542912,0.173863585395252,0.00169161040923209,0.228428821592866,0.450681393676447
"109","Lactose/Trehalose","AIC_int",0.899804751936019,0.830995967120995,0.000917258618215702,1.89886611432829e-21,0.000128736742587638,0.0184981837529134,0.627929848388739,0.124541870636971,0.0154266222154459,5.96587823353567e-20,0.000490215331983309
"110","Leucine /D-Norleucine","AIC_int",0.704217801291952,0.501090267239437,0.402593362547794,0.000241564765126146,0.000132490630265759,0.00294570713005861,0.316509451455048,0.330603276534236,0.524505437122126,0.000392012996038044,0.000490215331983309
"111","Linoleic Acid","AIC_sex_geno",0.754249804502355,0.58548159795578,0.00206748361135326,0.000220367175841587,0.10490339146895,0.0466649397727492,0.353210908320515,0.185749935242104,0.023905279256272,0.000363999352952621,0.125207273688746
"112","Linolenic Acid","AIC_int",0.761739560423261,0.598114921195862,0.000198338292406225,2.91868507436053e-07,0.00143290500869901,0.0497043930790325,0.377164849247106,0.216368777414207,0.00407695378835018,7.29671268590131e-07,0.00358226252174752
"113","Lysine","AIC_int",0.914476114283564,0.855742843369867,0.0106510079059766,1.93487942709265e-21,2.43156394146503e-06,0.0112817550116524,0.662719687234032,0.169207138424871,0.0708023637199885,5.96587823353567e-20,1.79935731668412e-05
"114","Maleic Acid","AIC_sex",0.576606708522603,0.2858426408815,0.940341001803748,0.128759686957114,0.0270921289432684,3.29919147918664e-05,0.227421000423608,0.28655355867643,0.966461585187186,0.141788940994441,0.0385541834961896
"115","Margaric Acid","AIC_int",0.699781053054818,0.493606595514152,0.792466087202605,9.32410878765736e-06,0.0426738220342488,0.000308227333882212,0.418383370801778,0.204101316731622,0.890331491471016,2.02936485378425e-05,0.054445910871283
"116","Methionine","AIC_int",0.743788821182176,0.567836565849453,0.731874231969846,4.38712845931001e-05,3.01623008448983e-05,0.000459856110665376,0.333436078768485,0.341741636980996,0.83065480315596,8.37902429792097e-05,0.000150811504224492
"117","Myristic Acid","AIC_int",0.683753647286173,0.466572417109207,0.0133769740586513,0.00706175430918303,0.0214830738371812,0.0310556833819659,0.276628609710466,0.244737807459088,0.0778600895954496,0.00926542232055929,0.0320513601603107
"118","N-Ac-Alanine","AIC_int",0.796085391446747,0.656047648223429,0.0337710656304772,1.40579136540507e-05,0.00494596616791937,0.0188625116940483,0.373276102300893,0.238713841713549,0.122502885130162,2.92215059101054e-05,0.00963161832700088
"119","N-Ac-Arginine","AIC_int",0.936095898294769,0.892209948930936,0.0376579902314168,3.25470505110593e-25,0.0131479773759976,0.00662926758033243,0.774371018822194,0.0791537772486637,0.129532577734181,3.01060217227299e-23,0.0215254496863678
"120","N-Ac-L-Glutamine","AIC_int",0.774875221282726,0.620271457585321,0.0444246408822704,3.25018782163426e-11,3.32289749592607e-05,0.0118886876593617,0.500684922653216,0.249087889584708,0.139328293245758,1.50321186750584e-10,0.000161772641249032
